Registration ID,Registration Date,Year,Month,MonthName,Week,Competition,Student Name,School,Grade,City,Country,Registration Source
REG-2025-00801,2025-01-03,2025,1,Jan,1,International School Olympiad,Student 2025_00801,Greenwood International School,9,Mumbai,UAE,Partner School
REG-2025-00303,2025-01-03,2025,1,Jan,1,International School Olympiad,Student 2025_00303,Sunrise Public School,11,Sharjah,India,WhatsApp
REG-2025-01070,2025-01-03,2025,1,Jan,1,Young Innovators Challenge,Student 2025_01070,Sunrise Public School,5,Doha,India,School Outreach
REG-2025-01175,2025-01-03,2025,1,Jan,1,AI & Robotics Challenge,Student 2025_01175,The Indian High School,1,Doha,India,School Outreach
REG-2025-01763,2025-01-03,2025,1,Jan,1,AI & Robotics Challenge,Student 2025_01763,Delhi International School,2,Doha,UAE,Partner School
REG-2025-01532,2025-01-03,2025,1,Jan,1,Student Speaker Competition,Student 2025_01532,Sunrise Public School,9,Sharjah,UAE,School Outreach
REG-2025-00889,2025-01-04,2025,1,Jan,1,International School Olympiad,Student 2025_00889,Gurukul Global School,6,Abu Dhabi,UAE,WhatsApp
REG-2025-00839,2025-01-04,2025,1,Jan,1,Young Innovators Challenge,Student 2025_00839,The Millennium School,3,Abu Dhabi,UAE,Social Media
REG-2025-01121,2025-01-04,2025,1,Jan,1,International Science Olympiad,Student 2025_01121,Unknown School,6,Sharjah,India,WhatsApp
REG-2025-00410,2025-01-04,2025,1,Jan,1,Winter Painting Competition,Student 2025_00410,Delhi Public School,7,Abu Dhabi,UAE,WhatsApp
REG-2025-01682,2025-01-04,2025,1,Jan,1,International School Olympiad,Student 2025_01682,Sunrise Public School,2,Bengaluru,India,Social Media
REG-2025-00790,2025-01-04,2025,1,Jan,1,AI & Robotics Challenge,Student 2025_00790,Delhi Public School,2,Bengaluru,India,Website
REG-2025-01038,2025-01-04,2025,1,Jan,1,International Science Olympiad,Student 2025_01038,Gurukul Global School,7,Mumbai,India,Email Campaign
REG-2025-01594,2025-01-05,2025,1,Jan,1,Winter Painting Competition,Student 2025_01594,Bright Future Academy,9,Doha,India,WhatsApp
REG-2025-00478,2025-01-05,2025,1,Jan,1,International School Olympiad,Student 2025_00478,Delhi International School,10,Mumbai,India,School Outreach
REG-2025-01624,2025-01-05,2025,1,Jan,1,International Science Olympiad,Student 2025_01624,Oakridge International School,5,Sharjah,India,WhatsApp
REG-2025-01366,2025-01-05,2025,1,Jan,1,International Coding Olympiad,Student 2025_01366,Bright Future Academy,11,Abu Dhabi,UAE,Email Campaign
REG-2025-00415,2025-01-05,2025,1,Jan,1,International Coding Olympiad,Student 2025_00415,Sunrise Public School,10,Mumbai,Qatar,Partner School
REG-2025-01652,2025-01-05,2025,1,Jan,1,Young Innovators Challenge,Student 2025_01652,Oakridge International School,11,New Delhi,India,Social Media
REG-2025-00233,2025-01-05,2025,1,Jan,1,International Coding Olympiad,Student 2025_00233,Global Indian International School,10,Bengaluru,India,Partner School
REG-2025-00821,2025-01-06,2025,1,Jan,2,International Coding Olympiad,Student 2025_00821,The Millennium School,11,Mumbai,UAE,Website
REG-2025-00369,2025-01-06,2025,1,Jan,2,Young Innovators Challenge,Student 2025_00369,Gurukul Global School,6,Gurugram,India,School Outreach
REG-2025-00272,2025-01-06,2025,1,Jan,2,Student Speaker Competition,Student 2025_00272,Sunrise Public School,9,Abu Dhabi,UAE,Social Media
REG-2025-01783,2025-01-06,2025,1,Jan,2,International Coding Olympiad,Student 2025_01783,The Indian High School,8,Dubai,India,Email Campaign
REG-2025-01167,2025-01-06,2025,1,Jan,2,Young Innovators Challenge,Student 2025_01167,Greenwood International School,5,Mumbai,India,School Outreach
REG-2025-00540,2025-01-06,2025,1,Jan,2,Winter Painting Competition,Student 2025_00540,Gurukul Global School,10,Sharjah,India,Partner School
REG-2025-00300,2025-01-06,2025,1,Jan,2,Student Speaker Competition,Student 2025_00300,Delhi International School,1,Doha,India,Social Media
REG-2025-01529,2025-01-06,2025,1,Jan,2,International Science Olympiad,Student 2025_01529,The Millennium School,6,Doha,India,School Outreach
REG-2025-00170,2025-01-06,2025,1,Jan,2,AI & Robotics Challenge,Student 2025_00170,GEMS Modern Academy,12,New Delhi,India,Social Media
REG-2025-01744,2025-01-06,2025,1,Jan,2,International School Olympiad,Student 2025_01744,Gurukul Global School,6,Dubai,India,Website
REG-2025-01180,2025-01-07,2025,1,Jan,2,International Coding Olympiad,Student 2025_01180,Bright Future Academy,4,Mumbai,UAE,Partner School
REG-2025-00429,2025-01-07,2025,1,Jan,2,International Mathematics Olympiad,Student 2025_00429,Oakridge International School,7,Bengaluru,India,Website
REG-2025-00454,2025-01-07,2025,1,Jan,2,International Mathematics Olympiad,Student 2025_00454,Sunrise Public School,12,New Delhi,India,Partner School
REG-2025-01399,2025-01-07,2025,1,Jan,2,International Coding Olympiad,Student 2025_01399,Amity International School,12,Dubai,India,Social Media
REG-2025-01536,2025-01-08,2025,1,Jan,2,Winter Painting Competition,Student 2025_01536,The Indian High School,4,Sharjah,UAE,WhatsApp
REG-2025-01590,2025-01-08,2025,1,Jan,2,International Science Olympiad,Student 2025_01590,Gurukul Global School,6,Doha,UAE,Website
REG-2025-00787,2025-01-08,2025,1,Jan,2,Young Innovators Challenge,Student 2025_00787,Sunrise Public School,9,Mumbai,India,Email Campaign
REG-2025-00138,2025-01-08,2025,1,Jan,2,AI & Robotics Challenge,Student 2025_00138,The Millennium School,1,Abu Dhabi,Qatar,Website
REG-2025-00385,2025-01-08,2025,1,Jan,2,Winter Painting Competition,Student 2025_00385,Delhi Public School,4,Dubai,India,Email Campaign
REG-2025-00830,2025-01-08,2025,1,Jan,2,AI & Robotics Challenge,Student 2025_00830,Amity International School,6,Gurugram,India,Website
REG-2025-01493,2025-01-08,2025,1,Jan,2,AI & Robotics Challenge,Student 2025_01493,Gurukul Global School,6,Gurugram,UAE,WhatsApp
REG-2025-01300,2025-01-08,2025,1,Jan,2,International Science Olympiad,Student 2025_01300,The Millennium School,5,Gurugram,UAE,Website
REG-2025-00970,2025-01-09,2025,1,Jan,2,International School Olympiad,Student 2025_00970,Gurukul Global School,4,Sharjah,UAE,Website
REG-2025-00147,2025-01-09,2025,1,Jan,2,International Mathematics Olympiad,Student 2025_00147,Gurukul Global School,10,Mumbai,India,Social Media
REG-2025-00844,2025-01-09,2025,1,Jan,2,Winter Painting Competition,Student 2025_00844,Oakridge International School,6,Doha,UAE,Partner School
REG-2025-01446,2025-01-09,2025,1,Jan,2,International Coding Olympiad,Student 2025_01446,GEMS Modern Academy,10,Gurugram,India,Partner School
REG-2025-00663,2025-01-09,2025,1,Jan,2,International School Olympiad,Student 2025_00663,Global Indian International School,6,Abu Dhabi,UAE,WhatsApp
REG-2025-01683,2025-01-09,2025,1,Jan,2,International Coding Olympiad,Student 2025_01683,The Indian High School,12,Abu Dhabi,UAE,Partner School
REG-2025-00870,2025-01-10,2025,1,Jan,2,International School Olympiad,Student 2025_00870,Global Indian International School,11,Bengaluru,India,Partner School
REG-2025-00117,2025-01-10,2025,1,Jan,2,International Science Olympiad,Student 2025_00117,Delhi International School,4,Gurugram,India,Social Media
REG-2025-01266,2025-01-10,2025,1,Jan,2,International Mathematics Olympiad,Student 2025_01266,Sunrise Public School,7,Sharjah,UAE,WhatsApp
REG-2025-00328,2025-01-10,2025,1,Jan,2,Young Innovators Challenge,Student 2025_00328,Sunrise Public School,11,Bengaluru,Qatar,Partner School
REG-2025-00811,2025-01-11,2025,1,Jan,2,Student Speaker Competition,Student 2025_00811,GEMS Modern Academy,5,Doha,India,WhatsApp
REG-2025-00056,2025-01-11,2025,1,Jan,2,International School Olympiad,Student 2025_00056,Global Indian International School,10,Bengaluru,India,Social Media
REG-2025-00902,2025-01-11,2025,1,Jan,2,International Science Olympiad,Student 2025_00902,Global Indian International School,7,Abu Dhabi,UAE,Website
REG-2025-00817,2025-01-11,2025,1,Jan,2,AI & Robotics Challenge,Student 2025_00817,Greenwood International School,6,Sharjah,Qatar,WhatsApp
REG-2025-01019,2025-01-11,2025,1,Jan,2,International Science Olympiad,Student 2025_01019,Sunrise Public School,3,Gurugram,Qatar,Website
REG-2025-00562,2025-01-11,2025,1,Jan,2,Young Innovators Challenge,Student 2025_00562,Oakridge International School,4,Dubai,UAE,Website
REG-2025-01099,2025-01-11,2025,1,Jan,2,International School Olympiad,Student 2025_01099,Delhi Public School,4,Doha,UAE,Social Media
REG-2025-01452,2025-01-11,2025,1,Jan,2,International School Olympiad,Student 2025_01452,Sunrise Public School,11,Abu Dhabi,UAE,Email Campaign
REG-2025-00250,2025-01-11,2025,1,Jan,2,International School Olympiad,Student 2025_00250,Oakridge International School,4,Dubai,India,Email Campaign
REG-2025-01240,2025-01-11,2025,1,Jan,2,International School Olympiad,Student 2025_01240,Greenwood International School,5,Abu Dhabi,India,WhatsApp
REG-2025-01110,2025-01-12,2025,1,Jan,2,International Science Olympiad,Student 2025_01110,Greenwood International School,12,Doha,UAE,Website
REG-2025-00397,2025-01-12,2025,1,Jan,2,International Coding Olympiad,Student 2025_00397,The Millennium School,3,Gurugram,UAE,Website
REG-2025-00352,2025-01-12,2025,1,Jan,2,International Coding Olympiad,Student 2025_00352,Sunrise Public School,8,Unknown,India,Social Media
REG-2025-01463,2025-01-12,2025,1,Jan,2,Young Innovators Challenge,Student 2025_01463,Oakridge International School,10,New Delhi,UAE,Email Campaign
REG-2025-01526,2025-01-12,2025,1,Jan,2,Student Speaker Competition,Student 2025_01526,Delhi International School,9,Dubai,UAE,Website
REG-2025-01518,2025-01-12,2025,1,Jan,2,Young Innovators Challenge,Student 2025_01518,Delhi Public School,1,Abu Dhabi,UAE,WhatsApp
REG-2025-01781,2025-01-12,2025,1,Jan,2,International School Olympiad,Student 2025_01781,The Millennium School,2,Abu Dhabi,UAE,Email Campaign
REG-2025-01270,2025-01-13,2025,1,Jan,3,Young Innovators Challenge,Student 2025_01270,The Millennium School,10,Bengaluru,UAE,Partner School
REG-2025-01453,2025-01-13,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_01453,Greenwood International School,2,New Delhi,UAE,Social Media
REG-2025-01286,2025-01-13,2025,1,Jan,3,International Coding Olympiad,Student 2025_01286,Gurukul Global School,9,Abu Dhabi,India,Website
REG-2025-01642,2025-01-13,2025,1,Jan,3,AI & Robotics Challenge,Student 2025_01642,Amity International School,4,Sharjah,Qatar,Email Campaign
REG-2025-01653,2025-01-13,2025,1,Jan,3,International Science Olympiad,Student 2025_01653,Bright Future Academy,3,Mumbai,India,Social Media
REG-2025-00584,2025-01-13,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_00584,Unknown School,1,Doha,India,School Outreach
REG-2025-00699,2025-01-13,2025,1,Jan,3,International School Olympiad,Student 2025_00699,Bright Future Academy,4,Dubai,India,School Outreach
REG-2025-00848,2025-01-13,2025,1,Jan,3,Young Innovators Challenge,Student 2025_00848,Amity International School,10,Bengaluru,UAE,Email Campaign
REG-2025-01464,2025-01-13,2025,1,Jan,3,International School Olympiad,Student 2025_01464,Delhi International School,2,Dubai,UAE,Social Media
REG-2025-00574,2025-01-13,2025,1,Jan,3,Young Innovators Challenge,Student 2025_00574,Amity International School,5,New Delhi,UAE,WhatsApp
REG-2025-01267,2025-01-14,2025,1,Jan,3,International School Olympiad,Student 2025_01267,The Millennium School,11,Abu Dhabi,UAE,School Outreach
REG-2025-01021,2025-01-14,2025,1,Jan,3,Young Innovators Challenge,Student 2025_01021,GEMS Modern Academy,4,Abu Dhabi,India,Partner School
REG-2025-01026,2025-01-14,2025,1,Jan,3,International Coding Olympiad,Student 2025_01026,Sunrise Public School,9,Gurugram,India,WhatsApp
REG-2025-00887,2025-01-14,2025,1,Jan,3,AI & Robotics Challenge,Student 2025_00887,Gurukul Global School,2,Abu Dhabi,UAE,Social Media
REG-2025-00542,2025-01-14,2025,1,Jan,3,International Coding Olympiad,Student 2025_00542,Sunrise Public School,4,New Delhi,India,Social Media
REG-2025-00546,2025-01-14,2025,1,Jan,3,International Science Olympiad,Student 2025_00546,Greenwood International School,8,Mumbai,India,WhatsApp
REG-2025-00898,2025-01-14,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_00898,GEMS Modern Academy,2,Doha,India,School Outreach
REG-2025-01615,2025-01-15,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_01615,Delhi Public School,7,Gurugram,India,Website
REG-2025-01351,2025-01-15,2025,1,Jan,3,Young Innovators Challenge,Student 2025_01351,The Indian High School,5,Mumbai,India,School Outreach
REG-2025-00150,2025-01-15,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_00150,Oakridge International School,10,Bengaluru,UAE,Email Campaign
REG-2025-01136,2025-01-15,2025,1,Jan,3,Student Speaker Competition,Student 2025_01136,The Millennium School,3,Gurugram,India,Partner School
REG-2025-00858,2025-01-15,2025,1,Jan,3,Winter Painting Competition,Student 2025_00858,Delhi International School,8,Dubai,UAE,School Outreach
REG-2025-01470,2025-01-15,2025,1,Jan,3,Young Innovators Challenge,Student 2025_01470,GEMS Modern Academy,12,Doha,UAE,Email Campaign
REG-2025-01411,2025-01-15,2025,1,Jan,3,Winter Painting Competition,Student 2025_01411,Delhi International School,4,Abu Dhabi,UAE,Website
REG-2025-00036,2025-01-16,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_00036,Greenwood International School,4,Mumbai,UAE,Social Media
REG-2025-00619,2025-01-16,2025,1,Jan,3,International Coding Olympiad,Student 2025_00619,Bright Future Academy,9,Dubai,India,Social Media
REG-2025-00045,2025-01-17,2025,1,Jan,3,AI & Robotics Challenge,Student 2025_00045,Bright Future Academy,2,Gurugram,India,Partner School
REG-2025-01362,2025-01-17,2025,1,Jan,3,Winter Painting Competition,Student 2025_01362,Delhi Public School,4,Dubai,UAE,Social Media
REG-2025-00279,2025-01-17,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_00279,Bright Future Academy,4,Abu Dhabi,UAE,Website
REG-2025-01035,2025-01-17,2025,1,Jan,3,Student Speaker Competition,Student 2025_01035,Oakridge International School,10,Dubai,UAE,Website
REG-2025-01456,2025-01-17,2025,1,Jan,3,Student Speaker Competition,Student 2025_01456,Bright Future Academy,8,New Delhi,UAE,School Outreach
REG-2025-00518,2025-01-17,2025,1,Jan,3,Young Innovators Challenge,Student 2025_00518,GEMS Modern Academy,10,Bengaluru,India,Website
REG-2025-01769,2025-01-17,2025,1,Jan,3,International Science Olympiad,Student 2025_01769,Greenwood International School,10,Mumbai,India,WhatsApp
REG-2025-00387,2025-01-17,2025,1,Jan,3,AI & Robotics Challenge,Student 2025_00387,Oakridge International School,3,Gurugram,Qatar,WhatsApp
REG-2025-01022,2025-01-18,2025,1,Jan,3,International Mathematics Olympiad,Student 2025_01022,Amity International School,3,Sharjah,UAE,Partner School
REG-2025-00899,2025-01-18,2025,1,Jan,3,Young Innovators Challenge,Student 2025_00899,Gurukul Global School,6,Abu Dhabi,India,Social Media
REG-2025-00659,2025-01-18,2025,1,Jan,3,International Science Olympiad,Student 2025_00659,Gurukul Global School,8,Mumbai,UAE,School Outreach
REG-2025-00069,2025-01-19,2025,1,Jan,3,Young Innovators Challenge,Student 2025_00069,Gurukul Global School,1,New Delhi,UAE,Social Media
REG-2025-01055,2025-01-19,2025,1,Jan,3,International School Olympiad,Student 2025_01055,The Millennium School,2,Mumbai,India,Email Campaign
REG-2025-01215,2025-01-19,2025,1,Jan,3,International Coding Olympiad,Student 2025_01215,Bright Future Academy,2,Sharjah,UAE,Unknown
REG-2025-01253,2025-01-19,2025,1,Jan,3,Student Speaker Competition,Student 2025_01253,Delhi Public School,2,Abu Dhabi,India,Partner School
REG-2025-00439,2025-01-20,2025,1,Jan,4,International School Olympiad,Student 2025_00439,Delhi Public School,3,Bengaluru,India,WhatsApp
REG-2025-01571,2025-01-20,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_01571,Amity International School,8,Doha,India,School Outreach
REG-2025-01027,2025-01-20,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_01027,Bright Future Academy,12,New Delhi,India,Website
REG-2025-00217,2025-01-20,2025,1,Jan,4,International Coding Olympiad,Student 2025_00217,The Millennium School,2,Mumbai,India,School Outreach
REG-2025-01096,2025-01-20,2025,1,Jan,4,Student Speaker Competition,Student 2025_01096,Gurukul Global School,12,Bengaluru,UAE,Email Campaign
REG-2025-01588,2025-01-20,2025,1,Jan,4,International School Olympiad,Student 2025_01588,The Millennium School,9,Unknown,India,Website
REG-2025-00127,2025-01-20,2025,1,Jan,4,Winter Painting Competition,Student 2025_00127,Sunrise Public School,9,Unknown,Qatar,Partner School
REG-2025-01361,2025-01-21,2025,1,Jan,4,International Science Olympiad,Student 2025_01361,Delhi International School,1,Abu Dhabi,India,Email Campaign
REG-2025-00280,2025-01-21,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00280,Bright Future Academy,3,Sharjah,Qatar,Website
REG-2025-00431,2025-01-21,2025,1,Jan,4,Student Speaker Competition,Student 2025_00431,Amity International School,7,Dubai,UAE,Website
REG-2025-00678,2025-01-21,2025,1,Jan,4,International School Olympiad,Student 2025_00678,Global Indian International School,10,Sharjah,UAE,Social Media
REG-2025-01122,2025-01-21,2025,1,Jan,4,International Coding Olympiad,Student 2025_01122,Global Indian International School,8,Bengaluru,India,Email Campaign
REG-2025-01256,2025-01-21,2025,1,Jan,4,International School Olympiad,Student 2025_01256,The Indian High School,1,Gurugram,UAE,WhatsApp
REG-2025-01328,2025-01-21,2025,1,Jan,4,International Coding Olympiad,Student 2025_01328,The Millennium School,11,Bengaluru,India,Partner School
REG-2025-00246,2025-01-21,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00246,Greenwood International School,4,Sharjah,UAE,Social Media
REG-2025-00728,2025-01-22,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00728,Amity International School,5,Mumbai,India,Website
REG-2025-00196,2025-01-22,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00196,The Indian High School,4,Mumbai,UAE,Partner School
REG-2025-00007,2025-01-22,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00007,Bright Future Academy,3,Bengaluru,India,Website
REG-2025-00753,2025-01-22,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00753,Global Indian International School,3,Dubai,India,Website
REG-2025-01543,2025-01-22,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_01543,Gurukul Global School,12,New Delhi,India,Partner School
REG-2025-00881,2025-01-22,2025,1,Jan,4,International Coding Olympiad,Student 2025_00881,Oakridge International School,11,Mumbai,UAE,Social Media
REG-2025-01721,2025-01-22,2025,1,Jan,4,International School Olympiad,Student 2025_01721,Delhi Public School,3,New Delhi,UAE,Social Media
REG-2025-00910,2025-01-23,2025,1,Jan,4,International Coding Olympiad,Student 2025_00910,The Indian High School,7,Sharjah,Qatar,WhatsApp
REG-2025-00033,2025-01-23,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00033,GEMS Modern Academy,9,Gurugram,India,WhatsApp
REG-2025-01531,2025-01-23,2025,1,Jan,4,International School Olympiad,Student 2025_01531,The Millennium School,11,Sharjah,India,Partner School
REG-2025-00133,2025-01-23,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00133,Bright Future Academy,8,Sharjah,India,Email Campaign
REG-2025-00826,2025-01-23,2025,1,Jan,4,International Coding Olympiad,Student 2025_00826,Delhi Public School,4,New Delhi,UAE,Partner School
REG-2025-00695,2025-01-23,2025,1,Jan,4,International School Olympiad,Student 2025_00695,The Millennium School,3,Sharjah,Qatar,WhatsApp
REG-2025-00001,2025-01-23,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00001,The Millennium School,9,Dubai,India,WhatsApp
REG-2025-00359,2025-01-23,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00359,Sunrise Public School,7,Mumbai,India,School Outreach
REG-2025-01633,2025-01-23,2025,1,Jan,4,International Science Olympiad,Student 2025_01633,Gurukul Global School,5,Gurugram,UAE,Partner School
REG-2025-00172,2025-01-23,2025,1,Jan,4,International Science Olympiad,Student 2025_00172,Bright Future Academy,2,Doha,UAE,Email Campaign
REG-2025-00977,2025-01-24,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00977,Delhi International School,12,Bengaluru,UAE,School Outreach
REG-2025-00243,2025-01-24,2025,1,Jan,4,International School Olympiad,Student 2025_00243,Amity International School,3,New Delhi,India,School Outreach
REG-2025-00218,2025-01-24,2025,1,Jan,4,Student Speaker Competition,Student 2025_00218,Sunrise Public School,3,New Delhi,UAE,Email Campaign
REG-2025-00376,2025-01-24,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00376,Delhi Public School,12,Doha,UAE,Website
REG-2025-00674,2025-01-24,2025,1,Jan,4,International School Olympiad,Student 2025_00674,Greenwood International School,12,Bengaluru,UAE,School Outreach
REG-2025-01690,2025-01-24,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_01690,Bright Future Academy,7,Doha,UAE,Email Campaign
REG-2025-00581,2025-01-24,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00581,Delhi International School,2,Gurugram,India,Website
REG-2025-00791,2025-01-24,2025,1,Jan,4,Student Speaker Competition,Student 2025_00791,Oakridge International School,3,Mumbai,UAE,Email Campaign
REG-2025-00951,2025-01-24,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00951,GEMS Modern Academy,4,Bengaluru,India,WhatsApp
REG-2025-00700,2025-01-24,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00700,GEMS Modern Academy,4,Gurugram,India,Social Media
REG-2025-00010,2025-01-24,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_00010,Greenwood International School,4,Dubai,Qatar,Social Media
REG-2025-01738,2025-01-25,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_01738,Delhi International School,11,Abu Dhabi,India,Partner School
REG-2025-00891,2025-01-25,2025,1,Jan,4,Student Speaker Competition,Student 2025_00891,The Indian High School,3,Doha,UAE,Website
REG-2025-00087,2025-01-25,2025,1,Jan,4,AI & Robotics Challenge,Student 2025_00087,GEMS Modern Academy,12,Sharjah,UAE,School Outreach
REG-2025-01788,2025-01-25,2025,1,Jan,4,International Science Olympiad,Student 2025_01788,The Indian High School,7,New Delhi,Qatar,Email Campaign
REG-2025-00588,2025-01-25,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00588,Amity International School,1,Mumbai,India,Partner School
REG-2025-00258,2025-01-26,2025,1,Jan,4,International Coding Olympiad,Student 2025_00258,Amity International School,10,Bengaluru,Qatar,Social Media
REG-2025-00580,2025-01-26,2025,1,Jan,4,Young Innovators Challenge,Student 2025_00580,Amity International School,4,Bengaluru,India,Social Media
REG-2025-01436,2025-01-26,2025,1,Jan,4,International Science Olympiad,Student 2025_01436,Greenwood International School,9,Doha,Qatar,Email Campaign
REG-2025-01289,2025-01-26,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_01289,Delhi Public School,6,Bengaluru,India,Partner School
REG-2025-01730,2025-01-26,2025,1,Jan,4,International Mathematics Olympiad,Student 2025_01730,Gurukul Global School,9,Sharjah,India,Website
REG-2025-01450,2025-01-26,2025,1,Jan,4,International Coding Olympiad,Student 2025_01450,Greenwood International School,8,Bengaluru,India,Partner School
REG-2025-01359,2025-01-26,2025,1,Jan,4,International Coding Olympiad,Student 2025_01359,Delhi International School,11,Sharjah,India,Social Media
REG-2025-01166,2025-01-26,2025,1,Jan,4,Winter Painting Competition,Student 2025_01166,GEMS Modern Academy,1,New Delhi,Qatar,Website
REG-2025-00516,2025-01-27,2025,1,Jan,5,Student Speaker Competition,Student 2025_00516,Sunrise Public School,4,Bengaluru,Qatar,Email Campaign
REG-2025-00171,2025-01-27,2025,1,Jan,5,International School Olympiad,Student 2025_00171,The Millennium School,6,Bengaluru,UAE,Social Media
REG-2025-00583,2025-01-27,2025,1,Jan,5,International Science Olympiad,Student 2025_00583,Global Indian International School,6,New Delhi,India,Social Media
REG-2025-00480,2025-01-27,2025,1,Jan,5,AI & Robotics Challenge,Student 2025_00480,Delhi Public School,6,Gurugram,UAE,Social Media
REG-2025-00818,2025-01-27,2025,1,Jan,5,International Science Olympiad,Student 2025_00818,Amity International School,7,Sharjah,India,WhatsApp
REG-2025-00322,2025-01-27,2025,1,Jan,5,International Mathematics Olympiad,Student 2025_00322,The Millennium School,8,Bengaluru,India,WhatsApp
REG-2025-00460,2025-01-27,2025,1,Jan,5,International Coding Olympiad,Student 2025_00460,Amity International School,7,Abu Dhabi,India,Social Media
REG-2025-01272,2025-01-27,2025,1,Jan,5,International Mathematics Olympiad,Student 2025_01272,Gurukul Global School,6,Mumbai,UAE,WhatsApp
REG-2025-00310,2025-01-27,2025,1,Jan,5,AI & Robotics Challenge,Student 2025_00310,GEMS Modern Academy,8,Dubai,UAE,Partner School
REG-2025-01227,2025-01-27,2025,1,Jan,5,AI & Robotics Challenge,Student 2025_01227,Delhi International School,9,New Delhi,India,Partner School
